110	then i swept up the dust which looked like sawdust and put it in a [E21] plastic container [E22] which was in a [E11] cabinet [E12] under the granite counter top	18	container	content
111	in the former method the [E21] acetone [E22] was distilled from an allraline [E11] solution [E12] after the excess oxidant had been destroyed with sodium	14	origin	entity
112	in this comprehensive [E21] guide [E22] over 850 [E11] roses [E12] are described illustrated and arranged by group	2	topic	message
113	[E21] chestnut [E22] [E11] flour [E12] was more common than wheat flour in the italian alps a century ago	13	entity	origin
114	for us the term [E21] artists [E22] [E11] book [E12] simply means a book made by an artist; a book made as a work of art rather than as a literary artifact	3	product	producer
115	my parents bought her a [E21] silver [E22] [E11] necklace [E12] almost identical to the one pictured	0	other	other
116	forward [E21] motion [E22] of the vehicle through the air caused a [E11] suction [E12] on the road draft tube	10	effect	cause
117	paul friedrich guides us through a [E21] babel [E22] of [E11] words [E12] and worlds of the imagination ranging from his translations from five languages notably the russian of his literary studies to the poetry of the indian mexico of his anthropological field work to america writ large - - super highways a vermont farm father and child	0	other	other
118	the picture below shows a view chapel and west range of the inner [E21] courtyard [E22] of the [E11] castle [E12]	12	whole	component
119	i was attacked by a [E21] flock [E22] of [E11] pigeons [E12] today	15	member	collection
120	that [E21] decision [E22] was also the subject of an unsuccessful [E11] legal challenge [E12]	0	other	other
121	the exit temperature of an effluent [E21] stream [E22] from the low temperature steam reforming [E11] reactor [E12] is not higher than 600 c	14	origin	entity
122	individual [E21] investors [E22] moved into the [E11] property [E12]	8	destination	entity
123	one of the trickiest [E21] questions [E22] to answer in an interview relates to [E11] salary [E12]	2	topic	message
124	this [E21] tradition [E22] has been narrated in prophet early [E11] biographies [E12]	1	message	topic
125	a [E21] thief [E22] who tried to steal the truck broke the igenition with [E11] screwdriver [E12]	5	instrument	agency
126	after the marian reforms the legion was notionally a [E21] unit [E22] of heavy [E11] infantrymen [E12] armed with just sword and pilum but even so it was normally fielded with attached auxiliary skirmishers and missile troops and incorporated a small cavalry unit	15	member	collection
127	the prosecutors carried [E21] guns [E22] into the [E11] court room [E12]	8	destination	entity
128	the [E21] malfunctions [E22] on monday caused [E11] delays [E12] for patrons waiting to check out or renew books at the branches and impeded access to personal accounts that allow users to renew or hold books online	10	effect	cause
129	[E21] chemical weapons [E22] have been dropped into the [E11] lake [E12]	8	destination	entity
130	many other [E21] dwarves [E22] also hailed from this infamous [E11] clan [E12]	14	origin	entity
131	the [E21] nose [E22] of a [E11] bloodhound [E12] is so good that evidence found by a bloodhound will hold up in matters involving the united states supreme court	12	whole	component
132	global digital music sales grow as the music [E21] industry [E22] develops new business [E11] models [E12]	3	product	producer
133	the [E21] devices [E22] were manufactured at the [E11] factory [E12] in beaverton well into the 1980s when production was shifted elsewhere and portions of the factory sold	4	producer	product
134	an expensive uniform and a strict ballot rendered it somewhat too exclusive in its character but in the end it answered its purpose by becoming practically a [E21] muster [E22] of the national [E11] leaders [E12] of the present and the future	15	member	collection
135	the [E21] train ride [E22] from [E11] station [E12] to station is approximate 30 minutes	0	other	other
136	the archaeological site yields [E21] relics [E22] from long - forgotten [E11] culture [E12]	14	origin	entity
137	a [E21] maze [E22] of interlocking [E11] jurisdictions [E12] and levels of government confronts average citizens in trying to solve even the simplest of problems	0	other	other
138	water [E21] damage [E22] from roof leaks plumbing leaks or flooding lead to the [E11] growth [E12] of molds	10	effect	cause
139	warm weather is here and with it comes the [E21] scourge [E22] of [E11] mosquitoes [E12]	0	other	other
140	the [E21] formation [E22] of struvite [E11] stones [E12] is associated with the presence of urea - splitting bacteria most commonly proteus mirabilis but also klebsiella serratia providencia species	0	other	other
141	our army was successfully engaged during the day with strong rearguards of all arms on the petit morin river thereby materially assisting the progress of the french armies on our right and left against whom the [E21] enemy [E22] was making his greatest [E11] efforts [E12]	0	other	other
142	so when william did cross the boyne on july 1st 1690 he had an army consisting of the [E21] riffraff [E22] of europe [E11] mercenaries [E12]	15	member	collection
143	the overall [E21] geometry [E22] of the heart was extracted from the intensity [E11] data [E12]	14	origin	entity
144	the [E21] discomfort [E22] from the [E11] injury [E12] was now precluding him from his occupation which involved prolonged procedures in the standing position	9	cause	effect
145	flames of purple pink yellow and blue dance in the air as a [E21] coven [E22] of [E11] sorcerers [E12] call forth energies from within the empyrean	15	member	collection
146	out of the early morning haze a [E21] convoy [E22] of articulated [E11] lorries [E12] pulls into the gashouder square	15	member	collection
147	this book has transported [E21] readers [E22] into [E11] ancient times [E12]	8	destination	entity
148	we always try to maintain the best [E21] environment [E22] for [E11] programmers [E12] starting with good salary and conducive working environment	0	other	other
149	indeed a green or black basalt heart [E21] scarab [E22] was found put inside the [E11] body [E12] in its place	18	container	content
150	the first [E21] motorcycle [E22] was manufactured in a small wood [E11] building [E12] with only one room	14	origin	entity
151	the [E21] water [E22] pushed to the coast resulted in [E11] tides [E12] as much as three feet above normal with waves of 5 - 10 feet atop these tides	10	effect	cause
152	the [E21] chapters [E22] in this book investigate [E11] issues [E12] and communities	2	topic	message
153	he rescheduled the birthday [E21] party [E22] to the [E11] next day [E12]	8	destination	entity
154	the [E21] bacterial aerosol [E22] was generated from an up - draft [E11] nebulizer [E12]	3	product	producer
155	[E21] people [E22] have travelled into [E11] space [E12] but not the deep ocean	8	destination	entity
156	for those of you who are unsure what afrikaans is it is a language which originated from the dutch which were the first settlers in south africa and the unique [E21] language [E22] was evolved from other [E11] settlers [E12] from malaya indonesia madagascar and west africa	14	origin	entity
157	[E21] beaver [E22] [E11] dams [E12] are created as a protection against predators such as coyotes wolves and bears and to provide easy access to food during winter	3	product	producer
158	so the theme of the [E21] play [E22] has to do with [E11] religion [E12]	2	topic	message
159	there has been intense [E21] debate [E22] over the circles [E11] origins [E12]	2	topic	message
160	i have recently developed creases in my [E21] ear [E22] [E11] lobes [E12]	11	component	whole
161	manufacturing extra neutral [E21] alcohol [E22] which is the basic ingredient used for making [E11] liquor [E12] the commodity was largely used by companies making indian made foreign liquor imfl	13	entity	origin
162	initially the [E21] user [E22] calibrates the microscope with a fluorescence lifetime [E11] standard [E12] positioned at the sample plane	5	instrument	agency
163	the [E21] province [E22] comprises the southeastern [E11] part [E12] of panay island with island - province of guimaras just across its coast	11	component	whole
164	the [E21] charge [E22] is the source of an electric [E11] field [E12] which carries energy - the electrostatic self - energy	10	effect	cause
165	the [E21] tardiness [E22] however has been caused by the [E11] arrival [E12] of my old man; who in true bloodworth fashion has had me walking everywhere	9	cause	effect
166	the [E21] key [E22] was in a [E11] chest [E12]	18	container	content
167	the [E21] residue [E22] was distilled from an arbuzov [E11] flask [E12]	14	origin	entity
168	as the gondorians moved forward the evil force started to withdraw unleashing a [E21] rain [E22] of deadly [E11] arrows [E12] into the heavily armoured gondorians	15	member	collection
169	it is a medieval latin [E21] manuscript [E22] relating the early [E11] history [E12] of the isle of man	2	topic	message
170	the river had now turned into full [E21] flood [E22] after the [E11] deluge [E12] of rain a few days ago	9	cause	effect
171	he stopped rowing when the boat was opposite to the paddle wheel of the steamer and the [E21] steamer [E22] stopped her [E11] engine [E12] at the same time	11	component	whole
172	this is the [E21] umbrella [E22] that peels the potatoes with a [E11] pencil [E12] and makes a pink ink with the peelings stood up	5	instrument	agency
173	this american - style [E21] wheat [E22] [E11] ale [E12] is a light unfiltered brew with a citrus aroma andflavor imparted by a late addition of lemon grass	13	entity	origin
174	the [E21] car [E22] left the [E11] plant [E12]	14	origin	entity
175	our experience extends to 15 years continued promotion of this [E21] archipelago [E22] of nine [E11] islands [E12]	11	component	whole
176	to separate the solids at the end of the experiment the [E21] clay [E22] was contained in a semi - permeable [E11] membrane tubing [E12]	18	container	content
177	this machine is blowing [E21] sand [E22] into [E11] molds [E12]	8	destination	entity
178	the [E21] cultivation [E22] consisted of plowing the crop with a double - shovel [E11] plow [E12]	0	other	other
179	the final [E21] chapter [E22] offers a [E11] theological survey [E12] of the use of the formula	2	topic	message
180	she mentioned the [E21] scandal [E22] caused by a bbc [E11] documentary [E12] on the treatment of children in a special - needs home and asked how the state had responded to these	9	cause	effect
181	isolated fractures of the [E21] shaft [E22] of the [E11] ulna [E12] without other fractures often result when the forearm is raised to fend off a blow	12	whole	component
182	we have placed the [E21] candidates [E22] into [E11] roles [E12]	0	other	other
183	frequent agitations throw academic [E21] life [E22] into [E11] disarray [E12]	0	other	other
184	still other examples of the [E21] potter [E22] [E11] ceramics [E12] are clad in slinky assortments of tassels and beads	3	product	producer
185	the [E21] nasal cavity [E22] of [E11] birds [E12] contains turbinates bang 1971 cartilaginous structures that are thought to have as one of their functions water recovery from air	12	whole	component
186	thus in simple words a [E21] tendon [E22] attaches a [E11] muscle [E12] to a bone	0	other	other
187	[E21] positions [E22] were denoted by [E11] black dots [E12] along the tracks the adjacent numbers indicating the day of the month	0	other	other
188	the world health organization who found that the [E21] radiation [E22] release from the chernobyl [E11] accident [E12] was 200 times that of the hiroshima and nagasaki	9	cause	effect
189	my dog ate a [E21] cellophane bag [E22] full of [E11] dog treats [E12] on tuesday	17	content	container
190	the [E21] owl [E22] held the mouse in its [E11] claw [E12]	11	component	whole
191	this is how grain was delivered to the wooden grain bins and [E21] hay [E22] was put inside the upper part of the rock [E11] barn [E12]	8	destination	entity
192	police foiled an attempt to kill an [E21] artist [E22] who drew a [E11] cartoon [E12] depicting the prophet muhammad that sparked outrage in the muslim world	3	product	producer
193	when woody harrelson received a copy of the screenplay for zombieland last year he stuffed the [E21] paper [E22] into his duffel [E11] bag [E12] of unread scripts and promptly forgot about it	8	destination	entity
194	the city is a [E21] treasure trove [E22] of terrific [E11] libraries [E12] interesting museums and wonderful victorian architecture complemented by the incomparable work of scotland greatest architect charles rennie mackintosh	15	member	collection
195	we leave the [E21] bail [E22] of the [E11] reel [E12] open and place your the rod in a double mounted set up as shown on the facing page	12	whole	component
196	the mapungubwe collection at the university of pretoria features remarkable [E21] works [E22] from the largely forgotten [E11] kingdom [E12] of mapungubwe that flourished near the confluence of the limpopo and shashe rivers between 1000 and 1300 ad	14	origin	entity
197	also in the midst of the [E21] confusion [E22] caused by the [E11] coup [E12] the issuing of militant posters was a way for artists and organizations to declare their active engagement against the rebellion	9	cause	effect
198	the title is taken from an 1813 [E21] book [E22] by a virginia [E11] planter [E12] and senator named john taylor	4	producer	product
199	in the same way a [E21] society [E22] is built up of many [E11] individuals [E12]	15	member	collection
200	the [E21] scientist [E22] approached the big cat with a [E11] notepad [E12] and a pencil in her hands	5	instrument	agency
201	the bottom [E21] photo [E22] is from the new york public [E11] library [E12]	14	origin	entity
202	the [E21] accident [E22] caused a major traffic [E11] snarl [E12] on the arterial road	10	effect	cause
203	two plane crash survivors have paid a special visit to the hutt hospital [E21] surgeon [E22] whose [E11] team [E12] helped to re - build their shattered faces eight years ago	0	other	other
204	the [E21] dress [E22] was in a [E11] trunk [E12] dated summer of 1938 along with several other dresses from this same period	18	container	content
205	the various forms of idealistic materialistic and agnostic philosophies are subject to the [E21] tension [E22] caused by the indicated [E11] situation [E12]	9	cause	effect
206	from him cain learns that alexis had survived his suicide and became the [E21] leader [E22] of that [E11] organization [E12] renaming it delilah	16	collection	member
207	james hagler venice [E21] director [E22] of historical resources has completed a picture [E11] book [E12] of the area buildings	3	product	producer
208	a program has fetched [E21] data [E22] into host variable [E11] arrays [E12]	8	destination	entity
209	recently only insignificant [E21] things [E22] arrive to [E11] theatres [E12]	8	destination	entity
210	tissue damage and [E21] electrode [E22] [E11] corrosion [E12] are both associatcd with high charge density stimulation	0	other	other
211	two of walters fingers are inside the [E21] koala [E22] [E11] pouch [E12]	11	component	whole
212	in a former residence your writer had an atrium containing a [E21] duel [E22] of doves [E11] moles [E12] numbering 22	15	member	collection
213	to stand up to the wind [E21] umbrella [E22] [E11] frames [E12] are strong yet flexible	11	component	whole
214	[E21] contractions [E22] of the diaphragm are caused by stimulation of the vagus nerve either by the brain or by [E11] irritation [E12] anywhere along the length of the nerve	9	cause	effect
215	a 15 minute [E21] plane [E22] drive from [E11] runway [E12] to terminal is uncommon	14	origin	entity
216	the geometric [E21] skeleton [E22] is derived from a static [E11] object [E12] using an implicit would irections method	14	origin	entity
217	the [E21] filmmakers [E22] dug a large [E11] hole [E12] in the ground for the scene where the narnians cause the pillars supporting the growth near aslan how to collapse on the telmarines	3	product	producer
218	it is a monthly [E21] report [E22] providing [E11] opinion [E12] and advice on current united states government contract issues	2	topic	message
219	[E21] governments [E22] frightened of losing votes resolved the crisis through [E11] subsidization [E12]	5	instrument	agency
220	for christmas daniel gave kelly a tiffany bracelet and for valentine day he bought a [E21] diamond [E22] [E11] necklace [E12]	0	other	other
221	we also passed a [E21] wake [E22] of turkey [E11] buzzards [E12] and i was again glad to not be driving because my car and i both have shaky nerves still from the great turkey buzzard incident of 08	15	member	collection
222	plantar [E21] warts [E22] are caused by a [E11] virus [E12] that infects the outer layer of skin on the soles of the feet	9	cause	effect
223	the [E21] sensor [E22] was manufactured in a cost effective thin film [E11] process [E12]	0	other	other
224	the putative left we see is just as eager as the nominal right to brand crime and violence with any hint of political motivation as terrorism and therefore to remove it from the ordinary processes of criminal law and sanction which are already quite draconian in these united states and to animate parallel systems of harsher surveillance and punishment for the political [E21] compeers [E22] of such [E11] criminals [E12]	0	other	other
225	the [E21] list [E22] of the 10 most beautiful women posted on the official web site of the 2009 australian open was filled with sleek thin [E11] images [E12]	11	component	whole
226	the [E21] rope [E22] of the [E11] prayer - bell [E12] was there in a perfect state and coiled up	12	whole	component
227	one man pours on a liquid while the other [E21] man [E22] stirs the mixture with a wooden [E11] paddle [E12] or spatula	5	instrument	agency
228	besides the chinese case also challenges some ideas of rss theory including the concept of [E21] alliance [E22] of different social [E11] classes [E12] and the role of working class in democratization	15	member	collection
229	as the us and colombian military put pressure on drug traffickers [E21] operations [E22] are migrating into [E11] nearby countries [E12]	8	destination	entity
230	a conical [E21] cover [E22] preserved in a [E11] ewer [E12] in athens accords extremely well with the form of these vessels	18	container	content
231	the front of the boring [E21] machine [E22] contains tungsten - tipped [E11] picks [E12] that workers guide with the use of laser projections on video screens	11	component	whole
232	they incorporated the [E21] immigrant flows [E22] into [E11] microsimulation [E12]	8	destination	entity
233	i have always felt so relieved that roy and the [E21] boys [E22] had left the [E11] creek [E12]	14	origin	entity
234	the first [E21] report [E22] analyses the adaptation [E11] strategies [E12] of the eu member states	2	topic	message
235	cook discoveries prepared the way for establishment of a new penal [E21] colony [E22] by the colonial [E11] power [E12]	4	producer	product
236	this process passes on a health [E21] gene [E22] to the next [E11] generation [E12]	0	other	other
237	a [E21] telescope [E22] assists the [E11] eye [E12] chiefly in two ways	6	agency	instrument
238	the [E21] boy [E22] accidentally went into the girl [E11] bathroom [E12]	8	destination	entity
239	the [E21] document [E22] is stored in the proper [E11] folder [E12] as a text	18	container	content
240	unfortunately they just had brief mentions and more [E21] pages [E22] were spent describing the clubs [E11] scene [E12]	2	topic	message
